453.0	453.0
201.0	201.0
330.0	330.0
108.0	108.0
101.0	101.0
80.0	80.0
174.0	174.0
424.0	424.0
90.0	90.0
412.0	412.0
44.0	44.0
260.0	260.0
221.0	221.0
425.0	425.0
31.0	31.0
440.0	440.0
455.0	455.0
110.0	110.0
261.0	261.0
342.0	342.0
375.0	375.0
423.0	423.0
247.0	247.0
61.0	61.0
373.0	373.0
116.0	116.0
118.0	118.0
312.0	312.0
280.0	280.0
189.0	189.0
107.0	107.0
32.0	32.0
462.0	462.0
388.0	388.0
142.0	142.0
136.0	136.0
57.0	57.0
241.0	241.0
197.0	197.0
113.0	113.0
50.0	50.0
147.0	147.0
266.0	266.0
140.0	140.0
346.0	346.0
165.0	165.0
40.0	40.0
223.0	223.0
187.0	187.0
11.0	11.0
459.0	459.0
45.0	45.0
439.0	439.0
60.0	60.0
348.0	348.0
212.0	212.0
424.0	425.0
425.0	424.0
347.0	347.0
190.0	190.0
38.0	38.0
358.0	358.0
378.0	378.0
182.0	182.0
42.0	42.0
61.0	60.0
60.0	61.0
290.0	290.0
409.0	409.0
253.0	253.0
305.0	305.0
35.0	35.0
293.0	293.0
74.0	74.0
217.0	217.0
139.0	139.0
203.0	203.0
27.0	27.0
181.0	181.0
163.0	163.0
235.0	235.0
299.0	299.0
376.0	376.0
404.0	404.0
110.0	12827.0
331.0	331.0
454.0	454.0
426.0	426.0
393.0	393.0
400.0	400.0
342.0	13936.0
419.0	419.0
112.0	112.0
406.0	406.0
228.0	228.0
456.0	456.0
298.0	298.0
250.0	250.0
246.0	1258.0
20.0	20.0
365.0	365.0
402.0	402.0
86.0	86.0
145.0	145.0
345.0	345.0
3562.0	3562.0
1639.0	1639.0
141.0	141.0
423.0	424.0
424.0	423.0
450.0	450.0
429.0	429.0
190.0	189.0
189.0	190.0
150.0	150.0
55.0	55.0
47.0	47.0
213.0	213.0
352.0	352.0
337.0	337.0
311.0	311.0
69.0	69.0
68.0	68.0
81.0	81.0
93.0	93.0
162.0	162.0
1946.0	1946.0
202.0	202.0
155.0	155.0
313.0	313.0
347.0	348.0
348.0	347.0
25.0	25.0
390.0	390.0
186.0	186.0
98.0	98.0
423.0	425.0
425.0	423.0
453.0	10980.0
1928.0	1928.0
88.0	88.0
215.0	215.0
209.0	209.0
291.0	291.0
236.0	236.0
164.0	164.0
206.0	206.0
94.0	94.0
1283.0	1283.0
125.0	125.0
169.0	169.0
351.0	351.0
340.0	340.0
99.0	99.0
256.0	256.0
320.0	320.0
391.0	391.0
431.0	431.0
252.0	252.0
136.0	12063.0
97.0	97.0
46.0	46.0
43.0	43.0
231.0	231.0
49.0	49.0
269.0	269.0
56.0	56.0
171.0	171.0
111.0	111.0
193.0	193.0
2821.0	2821.0
41.0	41.0
191.0	191.0
1902.0	1902.0
23.0	23.0
137.0	137.0
369.0	369.0
127.0	13316.0
66.0	6757.0
453.0	455.0
455.0	453.0
254.0	254.0
458.0	458.0
134.0	134.0
374.0	374.0
263.0	263.0
349.0	349.0
10.0	10.0
477.0	477.0
184.0	184.0
4415.0	4415.0
96.0	96.0
189.0	187.0
187.0	189.0
294.0	294.0
92.0	92.0
478.0	478.0
126.0	126.0
39.0	39.0
295.0	295.0
437.0	437.0
3921.0	3921.0
4938.0	4938.0
3400.0	3400.0
167.0	167.0
379.0	379.0
446.0	446.0
317.0	317.0
474.0	474.0
433.0	433.0
257.0	257.0
452.0	452.0
3595.0	3595.0
2395.0	2395.0
336.0	336.0
157.0	157.0
414.0	414.0
3458.0	3458.0
72.0	72.0
1312.0	1312.0
342.0	11375.0
283.0	283.0
146.0	146.0
1902.0	1305.0
2060.0	2060.0
281.0	281.0
472.0	472.0
117.0	117.0
22.0	22.0
192.0	192.0
1968.0	1968.0
1271.0	1271.0
413.0	413.0
412.0	9807.0
262.0	262.0
3562.0	8397.0
370.0	370.0
2688.0	2688.0
932.0	932.0
313.0	3894.0
3756.0	3756.0
3035.0	3035.0
297.0	297.0
329.0	329.0
2212.0	2212.0
87.0	87.0
159.0	159.0
237.0	237.0
114.0	114.0
2274.0	2274.0
1666.0	1666.0
386.0	386.0
225.0	225.0
113.0	12827.0
392.0	392.0
187.0	190.0
190.0	187.0
81.0	7334.0
416.0	416.0
44.0	11977.0
322.0	322.0
2591.0	2591.0
2744.0	2744.0
174.0	1058.0
4958.0	4958.0
3535.0	3535.0
30.0	30.0
4799.0	4799.0
401.0	401.0
3577.0	3577.0
89.0	89.0
397.0	397.0
324.0	324.0
144.0	144.0
142.0	8058.0
319.0	319.0
122.0	122.0
274.0	274.0
339.0	339.0
91.0	91.0
51.0	51.0
113.0	110.0
110.0	113.0
367.0	367.0
400.0	3894.0
2349.0	2349.0
319.0	4406.0
130.0	130.0
2156.0	2156.0
308.0	308.0
242.0	242.0
3579.0	3579.0
174.0	7792.0
431.0	6416.0
98.0	5690.0
17.0	17.0
658.0	658.0
174.0	8347.0
402.0	12885.0
320.0	10466.0
3561.0	3561.0
292.0	292.0
347.0	4246.0
174.0	10238.0
2068.0	2068.0
287.0	287.0
188.0	187.0
3463.0	3463.0
183.0	832.0
160.0	160.0
64.0	64.0
1478.0	1478.0
4423.0	4423.0
214.0	214.0
453.0	456.0
456.0	453.0
235.0	12068.0
243.0	243.0
4222.0	4222.0
2633.0	2633.0
174.0	6163.0
48.0	369.0
127.0	9064.0
142.0	426.0
383.0	383.0
340.0	11423.0
348.0	4246.0
4422.0	4422.0
2220.0	2220.0
439.0	11790.0
450.0	5753.0
985.0	985.0
48.0	48.0
2275.0	2275.0
59.0	59.0
320.0	13968.0
455.0	10980.0
987.0	987.0
426.0	142.0
142.0	55.0
1957.0	1957.0
66.0	201.0
3554.0	7832.0
174.0	2749.0
4840.0	4840.0
113.0	11325.0
66.0	12361.0
44.0	7464.0
78.0	3689.0
142.0	5077.0
66.0	12290.0
1737.0	1737.0
3629.0	3629.0
3925.0	3925.0
3577.0	3583.0
142.0	163.0
2667.0	2667.0
323.0	323.0
3043.0	3043.0
157.0	163.0
110.0	1502.0
112.0	98.0
110.0	6762.0
395.0	395.0
188.0	528.0
3598.0	3598.0
372.0	11704.0
