260.0	264.0
5866.0	6093.0
6765.0	7172.0
41.0	44.0
6287.0	6606.0
5731.0	5929.0
1915.0	1930.0
5286.0	5392.0
8525.0	9260.0
7525.0	8079.0
3902.0	3951.0
198.0	201.0
5577.0	5746.0
10701.0	11850.0
223.0	227.0
42.0	45.0
10340.0	11432.0
7687.0	8267.0
3902.0	3899.0
7823.0	8436.0
7440.0	7978.0
1440.0	1451.0
3846.0	3951.0
2312.0	2331.0
9721.0	10676.0
465.0	472.0
1708.0	1722.0
1923.0	1938.0
463.0	470.0
1925.0	1940.0
9334.0	10215.0
6586.0	6964.0
9104.0	9947.0
3846.0	3899.0
186.0	189.0
8821.0	2203.0
8018.0	8662.0
967.0	981.0
118.0	121.0
2989.0	3015.0
7905.0	8529.0
10012.0	11039.0
40.0	43.0
5346.0	5468.0
1923.0	1940.0
1897.0	1912.0
10210.0	11268.0
31.0	33.0
281.0	285.0
155.0	158.0
1925.0	1938.0
2178.0	2195.0
8821.0	9602.0
884.0	896.0
11431.0	12749.0
11371.0	2728.0
8821.0	11212.0
5481.0	598.0
3794.0	3843.0
9337.0	10218.0
3474.0	3512.0
10158.0	2203.0
10158.0	11212.0
10672.0	11815.0
10447.0	11557.0
6287.0	109.0
8745.0	9512.0
2622.0	3743.0
1273.0	1283.0
9496.0	10404.0
3846.0	3895.0
75.0	78.0
7163.0	7652.0
2202.0	2219.0
222.0	9135.0
10912.0	12114.0
6112.0	6391.0
5469.0	7653.0
282.0	286.0
9724.0	10679.0
9063.0	8735.0
8497.0	2802.0
9063.0	1516.0
6485.0	6833.0
7354.0	7879.0
10984.0	12196.0
3402.0	3441.0
1926.0	1941.0
16.0	17.0
9037.0	6466.0
186.0	201.0
198.0	189.0
3902.0	5689.0
2590.0	2614.0
11412.0	12728.0
167.0	170.0
11136.0	9901.0
11136.0	12394.0
224.0	228.0
5527.0	5689.0
8523.0	6545.0
1270.0	1280.0
9681.0	10627.0
2050.0	2066.0
11767.0	13132.0
11203.0	12474.0
1262.0	1271.0
955.0	970.0
4875.0	4943.0
9594.0	10520.0
6695.0	7093.0
3847.0	3951.0
1429.0	1439.0
969.0	983.0
7.0	7.0
4861.0	4929.0
2992.0	3018.0
3344.0	3379.0
2622.0	2647.0
2940.0	2966.0
6287.0	6539.0
5469.0	11557.0
2239.0	2257.0
9070.0	9901.0
3949.0	4000.0
2703.0	2728.0
4132.0	4186.0
7308.0	7828.0
6287.0	4930.0
212.0	216.0
5847.0	6073.0
775.0	786.0
9037.0	9862.0
427.0	434.0
8821.0	3630.0
8523.0	9256.0
251.0	11850.0
7547.0	8105.0
7555.0	8114.0
5736.0	9512.0
2239.0	2258.0
4720.0	4788.0
8821.0	1238.0
5469.0	9512.0
10158.0	9602.0
455.0	462.0
3551.0	3591.0
1914.0	1929.0
221.0	225.0
1103.0	1120.0
9813.0	10789.0
3850.0	3899.0
7164.0	7653.0
5902.0	6135.0
9027.0	9849.0
5906.0	6141.0
6063.0	6833.0
972.0	986.0
282.0	285.0
281.0	286.0
9314.0	6466.0
5939.0	6178.0
3331.0	3368.0
10831.0	12013.0
9745.0	10706.0
7853.0	8470.0
5710.0	5904.0
454.0	461.0
8139.0	8808.0
1103.0	1119.0
5469.0	5935.0
2989.0	2975.0
6287.0	112.0
4716.0	4811.0
253.0	257.0
9681.0	6391.0
604.0	610.0
6430.0	11428.0
11593.0	12940.0
41.0	45.0
42.0	44.0
10255.0	11321.0
5556.0	5721.0
11687.0	13050.0
6765.0	11198.0
10730.0	5490.0
8910.0	9718.0
4165.0	4220.0
11101.0	12349.0
5481.0	601.0
1269.0	1280.0
2028.0	2044.0
7092.0	7574.0
8459.0	6391.0
73.0	76.0
5481.0	600.0
4347.0	4402.0
1447.0	1458.0
41.0	43.0
3010.0	3036.0
10337.0	11428.0
3902.0	3895.0
5079.0	5828.0
6174.0	6466.0
3386.0	8052.0
6485.0	12529.0
6287.0	12101.0
2010.0	2026.0
849.0	1722.0
4084.0	4136.0
8523.0	12842.0
3850.0	3951.0
6345.0	6675.0
11087.0	12332.0
10158.0	1238.0
1270.0	9908.0
5736.0	5935.0
11247.0	12529.0
8324.0	9020.0
456.0	463.0
9681.0	9901.0
432.0	439.0
2989.0	3002.0
10029.0	11065.0
10805.0	11979.0
2395.0	2418.0
8317.0	12911.0
10672.0	9901.0
3379.0	3417.0
6683.0	4418.0
1272.0	4630.0
9070.0	3411.0
4291.0	4346.0
8317.0	9012.0
5914.0	6151.0
8745.0	5935.0
881.0	893.0
951.0	966.0
521.0	527.0
339.0	344.0
10493.0	11612.0
11136.0	3411.0
5085.0	5158.0
5365.0	5490.0
2131.0	2147.0
9872.0	10617.0
3847.0	3899.0
2777.0	2802.0
9314.0	10190.0
8514.0	9246.0
6254.0	6566.0
5195.0	5279.0
3685.0	3731.0
3847.0	3896.0
11256.0	12542.0
9314.0	9862.0
849.0	861.0
3541.0	3580.0
11136.0	6391.0
9070.0	12394.0
2186.0	2203.0
7586.0	8149.0
3402.0	3442.0
9070.0	6391.0
3388.0	3427.0
4716.0	4784.0
5286.0	2983.0
11222.0	6804.0
10158.0	3630.0
3505.0	3543.0
5685.0	5874.0
4311.0	13099.0
7164.0	9512.0
9675.0	10617.0
9496.0	9901.0
10447.0	7653.0
515.0	522.0
10411.0	11513.0
1902.0	1917.0
5520.0	5681.0
11234.0	12512.0
3386.0	3425.0
2186.0	11212.0
9597.0	10524.0
8523.0	3533.0
6112.0	9901.0
3395.0	3434.0
1779.0	7036.0
11789.0	13157.0
